Fall Out Boy|From Under the Cork Tree|Our Lawyer Made Us Change the Name of This Song So We Wouldn't Get Sued|Pop Punk|3:01|0|4.8|/home/riley/CLionProjects/DMM/Songs/01. Our Lawyer Made Us Change the Name of This Song So We Wouldn't Get Sued.mp3|
Fall Out Boy|From Under the Cork Tree|Of All the Gin Joints In All the World|Pop Punk|3:01|0|4.8|/home/riley/CLionProjects/DMM/Songs/02. Of All the Gin Joints in All the World.mp3|
Fall Out Boy|From Under the Cork Tree|Dance, Dance|Pop Punk|3:01|0|4.8|/home/riley/CLionProjects/DMM/Songs/03. Dance, Dance.mp3|
Fall Out Boy|From Under the Cork Tree|Sugar, We're Goin Down|Pop Punk|3:01|0|4.8|/home/riley/CLionProjects/DMM/Songs/04. Sugar, We're Goin' Down.mp3|
